original_link,city,colleges,addresses,title,company,resumes,link,location,lastnames,firstnames,preview,type,zipcodes
http://jobview.monster.com/Insurance-Sales-%E2%80%93-Proven-Sales-Representatives-Needed-Job-Jersey-City-NJ-US-163109033.aspx?mescoid=4100673001001&jobPosition=6,New York,"[0, 2, 3, 1]","[4, 14, 1, 18]","

Insurance Sales  Proven Sales Representatives Needed

","
Securus
 ","[4, 7, 6, 0]",http://jobview.monster.com/Insurance-Sales-%E2%80%93-Proven-Sales-Representatives-Needed-Job-Jersey-City-NJ-US-163109033.aspx,"


Jersey City
        ,NJ


 ","[1, 2, 8, 7]","[3, 7, 4, 5]","
                                Securus America, the nations leader in Final Expense Life Insurance Sales, is proud to bring our 30+ years experience of building Agents and Agencies to you...just in time for the New Year!

 

Life Insurance Sales Agents new to Securus America wi......
                            ",Sales,"[11, 1, 15, 13]"
http://jobview.monster.com/Director-Sales-Natural-Channel-%E2%80%93-East-Division-Job-Paramus-NJ-US-165518682.aspx?mescoid=1100008001001&jobPosition=7,New York,"[3, 2, 0, 1]","[7, 14, 10, 5]","

Director, Sales-- Natural Channel  East Division

","
Pinnacle Foods Group, LLC
  ","[5, 1, 4, 3]",http://jobview.monster.com/Director-Sales-Natural-Channel-%E2%80%93-East-Division-Job-Paramus-NJ-US-165518682.aspx,"


Paramus
        ,NJ

 ","[0, 7, 6, 3]","[5, 3, 7, 1]","
                                Overview:  
    
      
        

          There are exciting opportunities to come join a team that is Building Better Together.                

          We are not only the maker, marketer and distributor of branded food products that have been......
                            ",Sales,"[11, 18, 3, 14]"
http://jobview.monster.com/Field-Sales-Manager-Distributor-Full-Training-Job-HEMPSTEAD-NY-US-166939182.aspx?mescoid=4100666001001&jobPosition=8,New York,"[0, 2, 1, 3]","[4, 6, 15, 5]","

Field Sales Manager/Distributor, Full Training

","
Mac Tools
 ","[4, 6, 7, 2]",http://jobview.monster.com/Field-Sales-Manager-Distributor-Full-Training-Job-HEMPSTEAD-NY-US-166939182.aspx,"


HEMPSTEAD
        ,NY

 ","[8, 7, 3, 1]","[3, 5, 7, 1]","
                                Start building your career and future now!



Mac Tools was founded in 1938 in Sabina, OH. Today, Mac Tools is an international business with Distributors and Franchisees in the United States, Canada, Europe and Japan and is part of Stanley Black & ......
                            ",Sales,"[0, 8, 1, 3]"
http://jobview.monster.com/Full-Time-Sales-Marketing-Pro-Job-Montclair-NJ-US-165379800.aspx?mescoid=1300092001001&jobPosition=9,New York,"[3, 2, 0, 1]","[13, 15, 9, 5]","

Full Time Sales and Marketing Pro

","
Company Confidential
","[3, 0, 2, 6]",http://jobview.monster.com/Full-Time-Sales-Marketing-Pro-Job-Montclair-NJ-US-165379800.aspx,"


Montclair
        ,NJ


 ","[2, 4, 7, 1]","[4, 5, 6, 8]","
                                Apply now for consideration for a full time Sales and Marketing position with hands on training!


 

We are currently hiring for entry level sales and marketing individuals with experience in customer interaction and sales for an account management......
                            ",Sales,"[5, 16, 11, 18]"
http://jobview.monster.com/Director-Sales-Job-Jersey-City-NJ-US-166681223.aspx?mescoid=1100008001001&jobPosition=10,New York,"[2, 0, 1, 3]","[10, 17, 6, 13]","

Director  - Sales

","
IGATE Global Solutions Limited (a Capgemini Group Company)
 ","[3, 4, 2, 5]",http://jobview.monster.com/Director-Sales-Job-Jersey-City-NJ-US-166681223.aspx,"


Jersey City
        ,NJ


 ","[5, 6, 7, 2]","[4, 6, 8, 5]","
                                Work Location: Jersey City, NJ    

Job Profile - Summary    

Scope of role:  

IDMS (Integrated Data Management Services) is an independent business unit within the recently formed Global Business Services unit of Capgemini.  Offering range from f......
                            ",Sales,"[12, 13, 0, 4]"
http://jobview.monster.com/Technical-Sales-Engineer-Job-Lyndhurst-NJ-US-166899293.aspx?mescoid=4100688001001&jobPosition=11,New York,"[1, 0, 2, 3]","[10, 6, 13, 12]","

Technical Sales Engineer

","
Source One Technical Solutions
 ","[7, 1, 0, 4]",http://jobview.monster.com/Technical-Sales-Engineer-Job-Lyndhurst-NJ-US-166899293.aspx,"


Lyndhurst
        ,NJ


 ","[8, 4, 2, 0]","[0, 6, 5, 3]","
                                Title: Technical Sales Engineer (Permanent position)This individual will be working 50/50 from home and on-site in Lyndhurst, NJ.

Job Description: We are seeking an experienced Technical Sales Engineer to support our growing Sales and Services team......
                            ",Sales,"[1, 5, 13, 4]"
http://jobview.monster.com/Sales-Account-Representative-Job-Flushing-NY-US-165765581.aspx?mescoid=4100683001001&jobPosition=12,New York,"[1, 2, 0, 3]","[3, 14, 17, 8]","

Sales Account Representative

","
CRS-Corporate Relocation Systems Inc.
 ","[3, 0, 2, 5]",http://jobview.monster.com/Sales-Account-Representative-Job-Flushing-NY-US-165765581.aspx,"


Flushing
        ,NY


 ","[1, 5, 3, 4]","[3, 0, 5, 8]","
                                Challenging and Rewarding Career in Sales

Expanding corporate relocation company has an opportunity for an account representative with high integrity to join our sales team. Applicants must demonstrate a minimum of 3 years proven sales success in n......
                            ",Sales,"[6, 8, 10, 5]"
http://jobview.monster.com/Production-Print-Sales-Specialist-Job-New-York-NY-US-166309897.aspx?mescoid=4100683001001&jobPosition=13,New York,"[3, 0, 2, 1]","[13, 16, 0, 3]","

Production Print Sales Specialist

","
Konica Minolta Business Solutions
 ","[1, 3, 4, 7]",http://jobview.monster.com/Production-Print-Sales-Specialist-Job-New-York-NY-US-166309897.aspx,"


New York
        ,NY

 ","[6, 7, 0, 2]","[1, 6, 3, 4]","
                                Job Title:    Production Print Sales Specialist        Area of Interest:    Sales
        Department:    250000 - Direct Sales
        City:    New York
        State:    New York
        Job Description:          Konica Minolta Business Solutions U......
                            ",Sales,"[3, 13, 4, 11]"
http://jobview.monster.com/Sales-Executive-Job-New-York-NY-US-165872742.aspx?mescoid=4100666001001&jobPosition=14,New York,"[2, 1, 3, 0]","[3, 1, 12, 15]","

Sales Executive

","
Page Group New York
 ","[3, 1, 7, 4]",http://jobview.monster.com/Sales-Executive-Job-New-York-NY-US-165872742.aspx,"


New York
        ,NY


 ","[1, 7, 4, 3]","[5, 4, 2, 6]","
                                My Client is an established startup in the hospitality field looking to bring on a proven sales professional to grow out there business potential in the travel space. Ideally would like to see someone with 1-3 years of experience in an inside sales ......
                            ",Sales,"[9, 11, 4, 16]"
http://jobview.monster.com/Sales-Representative-Job-Iselin-NJ-US-167033435.aspx?mescoid=4100683001001&jobPosition=15,New York,"[1, 2, 0, 3]","[1, 11, 3, 5]","

Sales Representative

","
Rightech
 ","[3, 2, 1, 4]",http://jobview.monster.com/Sales-Representative-Job-Iselin-NJ-US-167033435.aspx,"


Iselin
        ,NJ


 ","[8, 0, 1, 6]","[1, 5, 2, 7]","
                                Rightech is a nationwide Technical Staffing Headquarters NJ. We have been in business for over 20 years and have received numerous awards and accolades related to our growth and customer service. We have immediate opportunities available for Sales P......
                            ",Sales,"[1, 4, 6, 5]"
http://jobview.monster.com/Sales-Manager-Job-Brooklyn-NY-US-166984558.aspx?mescoid=4100666001001&jobPosition=16,New York,"[1, 2, 0, 3]","[13, 9, 6, 1]","

Sales Manager

","
Krink
 ","[3, 1, 0, 6]",http://jobview.monster.com/Sales-Manager-Job-Brooklyn-NY-US-166984558.aspx,"


Brooklyn
        ,NY


 ","[3, 0, 8, 1]","[1, 8, 7, 2]","
                                Wholesale Sales Manager
Krink is seeking an experienced full-time Wholesale Sales Manager
We are a creative company producing specialty art supplies and art projects. We wear many different hats and take on a multitude of tasks each day. Krink is a ......
                            ",Sales,"[1, 14, 0, 15]"
http://jobview.monster.com/Sales-Representative-Job-Carlstadt-NJ-US-166967946.aspx?mescoid=4100683001001&jobPosition=17,New York,"[1, 0, 3, 2]","[7, 9, 5, 2]","

Sales Representative

","
Grimco Inc.
 ","[3, 4, 1, 2]",http://jobview.monster.com/Sales-Representative-Job-Carlstadt-NJ-US-166967946.aspx,"


Carlstadt
        ,NJ


 ","[3, 2, 7, 1]","[5, 4, 2, 7]","
                                Grimco, Inc. was founded in 1875 in St. Louis, Missouri. Today we have 45 locations across the United States, 5 across Canada, and a sales division that is focused solely on growth in the Caribbean and Latin American markets. Our #1 goal is growth i......
                            ",Sales,"[8, 10, 4, 5]"
http://jobview.monster.com/Account-Sales-Representative-Job-White-Plains-NY-US-166277938.aspx?mescoid=4100683001001&jobPosition=18,New York,"[2, 3, 1, 0]","[2, 13, 15, 0]","

Account Sales Representative

","
ASPIRE Careers
  ","[0, 2, 4, 6]",http://jobview.monster.com/Account-Sales-Representative-Job-White-Plains-NY-US-166277938.aspx,"


White Plains
        ,NY


 ","[5, 3, 7, 0]","[7, 6, 0, 1]","
                                Are You Ready For a Career Change? 



TAP INTO OUR NETWORK OF CORPORATE SALES CAREERS



Immediate openings



Base salary plus commission, cell phone, lap top, car expense, full benefits immediately, stock options, 401K, tuition reimbursement, sou......
                            ",Sales,"[13, 8, 15, 17]"
http://jobview.monster.com/Sales-Representative-Job-Iselin-NJ-US-166670056.aspx?mescoid=4100683001001&jobPosition=19,New York,"[2, 3, 1, 0]","[0, 3, 5, 10]","

Sales Representative

","
Power Home Remodeling
 ","[5, 4, 1, 0]",http://jobview.monster.com/Sales-Representative-Job-Iselin-NJ-US-166670056.aspx,"


Iselin
        ,NJ

 ","[5, 6, 7, 1]","[3, 0, 2, 8]","
                                What if you could actually live that life you dreamed of? What if you didnt have to go at it alone? What if you had the Power? Here, nothing is impossible. Your success is in your own hands, and we have your back the whole way. Strong leaders, ment......
                            ",Sales,"[15, 17, 5, 0]"
http://jobview.monster.com/Sales-Representative-Job-Iselin-NJ-US-166118257.aspx?mescoid=4100683001001&jobPosition=20,New York,"[2, 0, 1, 3]","[6, 5, 13, 8]","

Sales Representative

","
Power Home Remodeling Group
 ","[7, 3, 0, 6]",http://jobview.monster.com/Sales-Representative-Job-Iselin-NJ-US-166118257.aspx,"


Iselin
        ,NJ

 ","[2, 3, 4, 7]","[3, 7, 0, 8]","
                                What if you could actually live that life you dreamed of? What if you didnt have to go at it alone? What if you had the Power? Here, nothing is impossible. Your success is in your own hands, and we have your back the whole way. Strong leaders, ment......
                            ",Sales,"[13, 17, 0, 8]"
http://jobview.monster.com/director-human-resources-sales-job-weston-ma-us-163985770.aspx?jobPosition=21,New York,"[0, 2, 3, 1]","[3, 17, 18, 15]","

Director, Human Resources - Sales

","
Monster
 ","[2, 3, 7, 0]",http://jobview.monster.com/director-human-resources-sales-job-weston-ma-us-163985770.aspx,"


Weston
        ,MA


 ","[3, 4, 1, 0]","[7, 3, 1, 0]","
                                Monster is a global online employment solution for people seeking jobs and employers who need to hire great people. Since the day of our founding in the fledgling days of the Internet over 20 years ago, we have never stopped helping our customers and job seekers to Find Better. With millions of jobs, cutting-edge technologies, global connections, and smarter solutions, Monster is continuing to cha...
                            ",Sales,"[12, 3, 4, 13]"
http://jobview.monster.com/real-estate-sales-associate-sales-representative-job-riverdale-ny-us-164140740.aspx?jobPosition=22,New York,"[2, 0, 1, 3]","[14, 8, 13, 9]","

Real Estate Sales Associate / Sales Representative

","
Weichert Real Estate Affiliates
 ","[0, 3, 2, 5]",http://jobview.monster.com/real-estate-sales-associate-sales-representative-job-riverdale-ny-us-164140740.aspx,"


Riverdale
        ,NY

 ","[0, 4, 1, 8]","[4, 2, 0, 1]","
                                Description Weichert, Realtors has grown from a single sales office into one of the nation's leading providers of homeownership services by putting its customers first. A family of full-service real estate and financial services companies, Weichert offers todays real estate customer a complete menu of services that includes helping customers buy and sell both residential and commercial real est...
                            ",Sales,"[16, 13, 7, 2]"
http://jobview.monster.com/outside-sales-representative-job-syracuse-ny-us-165902379.aspx?jobPosition=23,New York,"[0, 3, 1, 2]","[4, 17, 5, 12]","

Outside Sales Representative

","
Register Tapes Unlimited, LP (RTUI)
 ","[3, 5, 6, 7]",http://jobview.monster.com/outside-sales-representative-job-syracuse-ny-us-165902379.aspx,"


Syracuse
        ,NY

 ","[1, 8, 7, 3]","[5, 7, 0, 3]","
                                OUTSIDE SALES PROFESSIONAL  MARKETING CONSULTANT RTUI is the global leader in grocery store register tape coupon advertising. We hire experienced, hardworking sales pros, deliver superior products for customers, and offer unlimited rewards for our sales team! We are a WELL ESTABLISHED, 24 year old industry leader, and we have experienced over500% GROWTH in the last 7 years! We need new Sales Prof...
                            ",Sales,"[7, 4, 14, 13]"
http://jobview.monster.com/retail-sales-rep-sprint-job-boca-raton-fl-us-166229917.aspx?jobPosition=24,New York,"[1, 3, 2, 0]","[10, 5, 16, 6]","

Retail Sales Rep - Sprint

","
2020 Communications LTD
 ","[7, 6, 1, 3]",http://jobview.monster.com/retail-sales-rep-sprint-job-boca-raton-fl-us-166229917.aspx,"


Boca Raton
        ,FL


 ","[4, 3, 0, 2]","[5, 8, 3, 7]","
                                Retail Sales Representative - Sprint 2020 Companies has partnered with Sprint in RadioShack to offer cutting-edge wireless phones and service in your neighborhood. We need Part Time and Full-Time Entry-Level Retail Sales Representatives. No experience necessary but preferred; we will train you. Sprint's philosophy is ""better together."" That applies to Sprint, their partner RadioShack, its customer...
                            ",Sales,"[9, 2, 1, 3]"
http://jobview.monster.com/sales-representative-job-us-167047208.aspx?jobPosition=25,New York,"[0, 1, 3, 2]","[8, 13, 16, 2]","

Sales Representative

","
Harbortouch
  ","[6, 1, 4, 5]",http://jobview.monster.com/sales-representative-job-us-167047208.aspx,"
Location Undisclosed
","[0, 2, 7, 1]","[7, 1, 4, 6]","
                                Harbortouch Outside Sales Account Executive Harbortouch is one of the largest and most reputable merchant services companies in the nation. We pride ourselves on providing top of the line technology and payment solutions to our customers. From our industry leading, free Point of Sale solution to our full range of merchant services, Harbortouch provides superior service and product to industries su...
                            ",Sales,"[8, 16, 7, 12]"
http://jobview.monster.com/Sales-Executive-Job-New-York-City-NY-US-164686426.aspx?mescoid=4100666001001&jobPosition=1,New York,"[1, 0, 3, 2]","[12, 2, 4, 3]","

Sales Executive

","
Dentalink
 ","[1, 5, 2, 7]",http://jobview.monster.com/Sales-Executive-Job-New-York-City-NY-US-164686426.aspx,"


New York City
        ,NY


 ","[2, 8, 6, 4]","[6, 3, 8, 7]","
                                Head of Sales & Expansion: Overview

 

At Dentalink, were building an alternative to dental insurance. We think dental insurance is broken and were trying to fix it. Our model is not the same as a traditional insurance provider; we are a discount......
                            ",Sales,"[4, 18, 12, 16]"
http://jobview.monster.com/Assistant-Store-Manager-Retail-Sales-Customer-Service-Hazlet-Job-Hazlet-NJ-US-166279442.aspx?mescoid=1101116002005&jobPosition=2,New York,"[0, 2, 3, 1]","[13, 12, 4, 15]","

Assistant Store Manager - Retail Sales / Customer Service - Hazlet

","
Extra Space Management, Inc.
 ","[0, 1, 3, 6]",http://jobview.monster.com/Assistant-Store-Manager-Retail-Sales-Customer-Service-Hazlet-Job-Hazlet-NJ-US-166279442.aspx,"


Hazlet
        ,NJ

 ","[4, 8, 0, 3]","[2, 6, 5, 4]","
                                Title        Assistant Store Manager - Retail Sales / Customer Service - Hazlet              Auto req ID        5865BR              City        Hazlet              State        New Jersey              Job Category        Sales              Employmen......
                            ",Sales,"[14, 16, 17, 9]"
http://jobview.monster.com/WANTED%E2%80%94Experienced-Merchant-Advance-Sales-Professionals-Base-Commission-Job-New-York-City-NY-US-164847092.aspx?mescoid=4100683001001&jobPosition=3,New York,"[1, 0, 3, 2]","[12, 3, 7, 0]","

WANTEDExperienced Merchant Advance Sales Professionals-Base+Commission

","
CPS Merchant Services
 ","[1, 0, 3, 2]",http://jobview.monster.com/WANTED%E2%80%94Experienced-Merchant-Advance-Sales-Professionals-Base-Commission-Job-New-York-City-NY-US-164847092.aspx,"


New York City
        ,NY


 ","[6, 8, 0, 4]","[3, 4, 6, 1]","
                                WANTEDExperienced Merchant Advance Sales Professionals - Base +Commission

 

 

Maple Advance, located in the heart of Manhattan is a leader in Merchant Services and Business Financing with over 10,000 merchant locations serviced in North America.......
                            ",Sales,"[14, 5, 9, 10]"
http://jobview.monster.com/Outside-Sales-Representative-Jersey-City-NJ-Job-Jersey-City-NJ-US-166337476.aspx?mescoid=4100683001001&jobPosition=4,New York,"[2, 3, 1, 0]","[4, 5, 3, 13]","

Outside Sales Representative - Jersey City, NJ

","
Allied Building Products
 ","[2, 3, 7, 1]",http://jobview.monster.com/Outside-Sales-Representative-Jersey-City-NJ-Job-Jersey-City-NJ-US-166337476.aspx,"


Jersey City
        ,NJ

 ","[5, 3, 2, 6]","[1, 7, 3, 5]","
                                City:Jersey City
State:New Jersey
Postal/Zip Code:07305          

    Allied Building Products, a division of Oldcastle, is a national independent distributor specializing in commercial & residential exterior and interior building materials wit......
                            ",Sales,"[18, 13, 5, 8]"
http://jobview.monster.com/Sales-Agent-Job-Edison-NJ-US-166280906.aspx?mescoid=4100683001001&jobPosition=5,New York,"[3, 2, 0, 1]","[18, 3, 11, 5]","

Sales Agent

","
Combined Insurance
 ","[1, 6, 0, 2]",http://jobview.monster.com/Sales-Agent-Job-Edison-NJ-US-166280906.aspx,"


Edison
        ,NJ

 ","[1, 0, 8, 3]","[3, 0, 6, 7]","
                                Combined Insurance is seeking Sales Agents to join our fast-paced, high energy, growing company. We are proud of our tradition of success in the insurance industry of over 90 years. Come join our team of hard-working, talented professionals!   

JOB......
                            ",Sales,"[18, 3, 8, 17]"
http://jobview.monster.com/SALES-TREE-SERVICES-100K-PLUS!-EXP-PREFERRED-ISA-CERTIFICATION-CAREER-OPP'TY!-Job-MT.-VERNON-NY-US-166974755.aspx?mescoid=4100683001001&jobPosition=6,New York,"[2, 3, 1, 0]","[10, 18, 17, 6]","

SALES - TREE  SERVICES -  $100K PLUS! EXP. PREFERRED, ISA CERTIFICATION, CAREER OPP'TY!

","
Davey Tree Expert Corporate
 ","[1, 4, 3, 2]",http://jobview.monster.com/SALES-TREE-SERVICES-100K-PLUS!-EXP-PREFERRED-ISA-CERTIFICATION-CAREER-OPP'TY!-Job-MT.-VERNON-NY-US-166974755.aspx,"


MT. VERNON
        ,NY


 ","[2, 6, 0, 3]","[3, 5, 4, 0]","
                                ARBORIST SALES REPRESENTATIVEPotential Income - Up to $100K and more!At least 3 years' Experience Preferred! 

  

  DAVEY TREE EXPERT CORPORATE has a career opportunity in the field of Urban Forestry as an Arborist Sales Representative in the Mount......
                            ",Sales,"[5, 11, 18, 16]"
http://jobview.monster.com/Entry-Level-Outside-Sales-Executive-Job-New-York-City-NY-US-165981877.aspx?mescoid=4100666001001&jobPosition=7,New York,"[2, 0, 1, 3]","[18, 2, 12, 10]","

Entry Level Outside Sales Executive

","
Carr Business Systems
 ","[1, 6, 0, 7]",http://jobview.monster.com/Entry-Level-Outside-Sales-Executive-Job-New-York-City-NY-US-165981877.aspx,"


New York City
        ,NY


 ","[8, 0, 5, 1]","[8, 0, 7, 5]","
                                ARE YOU A RECENT COLLEGE GRAD WHO IS
LOOKING TO START A CAREER IN  SALES? IF THE ANSWER IS ""YES' THEN WE WANT TO SPEAK WITH YOU. WE ARE  LOOKING FOR HIGH ENERGY PEOPLE WHO ARE COMPETATIVE AND NEVER SETTLE FOR  MEDIOCRACY. 
WE OFFER AN EXCELLENT TRAI......
                            ",Sales,"[2, 14, 10, 1]"
http://jobview.monster.com/Sales-Associate-Job-Staten-Island-NY-US-166364120.aspx?mescoid=4100683001001&jobPosition=8,New York,"[0, 3, 2, 1]","[15, 8, 1, 13]","

Sales Associate

","
The Bridal boutique at Always a Bridesmaid
 ","[6, 2, 0, 5]",http://jobview.monster.com/Sales-Associate-Job-Staten-Island-NY-US-166364120.aspx,"


Staten Island
        ,NY


 ","[0, 8, 5, 1]","[1, 4, 6, 8]","
                                Sales Associate Full-Time & Part-Time

The Bridal Boutique at Always a Bridesmaid ""Where dreams come true"" is a bridal fashion specialty retailer founded on a simple idea: offer each customer the best possible service, quality, value and selection. ......
                            ",Sales,"[2, 18, 5, 13]"
http://jobview.monster.com/Administrative-Assistant-Key-Account-Sales-Toy-Gift-Job-Pequannock-Township-NJ-US-166612185.aspx?mescoid=4300749001001&jobPosition=9,New York,"[1, 2, 3, 0]","[14, 17, 1, 12]","

Administrative Assistant - Key Account Sales (Toy & Gift)

","
Reeves International, Inc
 ","[2, 5, 3, 4]",http://jobview.monster.com/Administrative-Assistant-Key-Account-Sales-Toy-Gift-Job-Pequannock-Township-NJ-US-166612185.aspx,"


Pequannock Township
        ,NJ


 ","[2, 0, 7, 1]","[4, 1, 0, 6]","
                                Reeves International, Inc. is a privately held New Jersey corporation distributing high-end toys, gifts and collectibles since 1946, including Breyer Animal Creations, the worlds finest model horses and accessories. We are dedicated to creating, de......
                            ",Sales,"[17, 18, 2, 7]"
http://jobview.monster.com/Director-of-Sales-Private-Equity-Multiple-Locations-or-Telecommute-Job-New-York-NY-US-165834541.aspx?mescoid=1100008001001&jobPosition=10,New York,"[2, 0, 3, 1]","[2, 0, 11, 3]","

Director of Sales - Private Equity - Multiple Locations or Telecommute

","
UnitedHealth Group
  ","[6, 7, 2, 0]",http://jobview.monster.com/Director-of-Sales-Private-Equity-Multiple-Locations-or-Telecommute-Job-New-York-NY-US-165834541.aspx,"


New York
        ,NY

 ","[7, 1, 0, 6]","[5, 0, 1, 2]","
                                Description:

Great sales are the result of strong purpose, conviction and pride - pride in your ability and your product. UnitedHealth Group offers a portfolio of products that are greatly improving the life of others. Bring along your passion and ......
                            ",Sales,"[0, 7, 3, 8]"
http://jobview.monster.com/Entry-Level-Sales-Representative-Job-New-York-City-NY-US-129582686.aspx?mescoid=4100683001001&jobPosition=11,New York,"[1, 0, 3, 2]","[9, 12, 18, 10]","

Entry Level Sales Representative

","
5 North, Inc.
  ","[1, 5, 6, 2]",http://jobview.monster.com/Entry-Level-Sales-Representative-Job-New-York-City-NY-US-129582686.aspx,"


New York City
        ,NY


 ","[8, 3, 0, 6]","[7, 5, 3, 1]","
                                Company Overview

 

5 North, Inc. is an outsourced sales and marketing firm that works with Fortune 500 companies in a variety of industries. Whether were working together to accomplish a team oriented goal in the office, or reviewing a detailed p......
                            ",Sales,"[17, 2, 8, 5]"
http://jobview.monster.com/Event-Specialist-Part-Time-Sales-at-ACME-Markets-Job-Kenilworth-NJ-US-166134545.aspx?mescoid=1300088001001&jobPosition=12,New York,"[0, 2, 1, 3]","[9, 16, 10, 0]","

Event Specialist Part Time Sales at ACME Markets

","
Advantage Solutions
 ","[0, 6, 2, 5]",http://jobview.monster.com/Event-Specialist-Part-Time-Sales-at-ACME-Markets-Job-Kenilworth-NJ-US-166134545.aspx,"


Kenilworth
        ,NJ

 ","[5, 4, 1, 0]","[3, 5, 6, 8]","
                                Summary
  
    
      

       

                  Event Specialist Part Time Sales at ACME Markets                    

                     

        The fun and exciting world of event sales is calling for you! Will you answer? Our part time Even......
                            ",Sales,"[13, 18, 14, 6]"
http://jobview.monster.com/Optical-Sales-Associate-Job-New-York-City-NY-US-165864282.aspx?mescoid=4100683001001&jobPosition=13,New York,"[1, 3, 0, 2]","[14, 5, 16, 3]","

Optical Sales Associate

","
Cohen's Fasion Optical
 ","[6, 5, 3, 4]",http://jobview.monster.com/Optical-Sales-Associate-Job-New-York-City-NY-US-165864282.aspx,"


New York City
        ,NY


 ","[6, 1, 3, 7]","[6, 3, 8, 2]","
                                Sales Associate
Ensuring our customers have the best experience is a priority. A Sales Associate is directly responsible for providing customers with exceptional service and driving sales to meet company goals and objectives.  A successful candidate......
                            ",Sales,"[6, 12, 15, 9]"
http://jobview.monster.com/Part-Time-Sales-Assistant-Berkeley-Heights-New-Jersey-Job-Jersey-City-NJ-US-166275767.aspx?mescoid=4100671001001&jobPosition=14,New York,"[3, 0, 2, 1]","[10, 18, 3, 6]","

Part Time Sales Assistant - Berkeley Heights New Jersey

","
AIG
 ","[1, 7, 2, 6]",http://jobview.monster.com/Part-Time-Sales-Assistant-Berkeley-Heights-New-Jersey-Job-Jersey-City-NJ-US-166275767.aspx,"


Jersey City
        ,NJ

 ","[2, 7, 3, 8]","[6, 1, 5, 8]","
                                - Phone work setting appointments with existing clients.
 
 - Providing administrative support to a VALIC sales professional.
 
 - Monitor and manage Financial Planning Advisor's calendar.
 
 - Monitor and manage sales leads.
 
 - Respond to client ......
                            ",Sales,"[14, 0, 4, 16]"
http://jobview.monster.com/Sales-Software-Job-Little-Falls-NJ-US-166903968.aspx?mescoid=4100683001001&jobPosition=15,New York,"[3, 1, 0, 2]","[2, 17, 9, 18]","

Sales - Software

","
Innovation Data Processing
 ","[5, 1, 0, 4]",http://jobview.monster.com/Sales-Software-Job-Little-Falls-NJ-US-166903968.aspx,"


Little Falls
        ,NJ


 ","[8, 2, 6, 7]","[0, 2, 3, 4]","
                                INNOVATION Data Processing is looking for software sales professional with Pre Sales experience of at least 3 years selling into the storage data management space. Ideal candidate will have prior experience selling in z/OS IBM mainframe markets as w......
                            ",Sales,"[4, 1, 11, 16]"
http://jobview.monster.com/Wine-Spirits-Sales-Representative-Job-Long-Island-City-NY-US-164149907.aspx?mescoid=4100683001001&jobPosition=16,New York,"[1, 3, 2, 0]","[13, 11, 7, 2]","

Wine and Spirits Sales Representative

","
Johnson Brothers Liquor Co
 ","[6, 1, 0, 3]",http://jobview.monster.com/Wine-Spirits-Sales-Representative-Job-Long-Island-City-NY-US-164149907.aspx,"


Long Island City
        ,NY


 ","[5, 3, 8, 4]","[8, 1, 5, 6]","
                                Nestor Imports is currently accepting resumes for a driven Sales Representative. Candidates need to be competitive, self-motivated, ability to work independently and customer service oriented. In this position you will be servicing and selling spiri......
                            ",Sales,"[4, 8, 9, 6]"
http://jobview.monster.com/Sales-Engineer-Job-Job-Long-Island-City-NY-US-165772042.aspx?mescoid=4100688001001&jobPosition=17,New York,"[3, 0, 1, 2]","[11, 6, 16, 1]","

Sales Engineer Job

","
Ajilon Professional Staffing
 ","[5, 3, 2, 0]",http://jobview.monster.com/Sales-Engineer-Job-Job-Long-Island-City-NY-US-165772042.aspx,"


Long Island City
        ,NY


 ","[2, 5, 7, 0]","[2, 3, 1, 6]","
                                Sales Engineer-
Our client is a worldwide leading manufacturer of electrical connectors, crimping & cutting tools, railroad products, identification & labeling systems. Markets include; Power Utilities, Transit Authorities, Class one Railroads, OEMs......
                            ",Sales,"[5, 13, 0, 6]"
http://jobview.monster.com/Outside-Sales-Representative-UniFirst-Job-Mount-Vernon-MA-US-166357911.aspx?mescoid=4100683001001&jobPosition=18,New York,"[0, 1, 3, 2]","[10, 14, 16, 2]","

Outside Sales Representative - UniFirst

","
UniFirst Corporation
 ","[0, 4, 5, 2]",http://jobview.monster.com/Outside-Sales-Representative-UniFirst-Job-Mount-Vernon-MA-US-166357911.aspx,"


Mount Vernon
        ,MA


 ","[8, 7, 2, 5]","[0, 3, 4, 8]","
                                Job Title    
Outside Sales Representative - UniFirst    
    
Location: This field is mandatory    
Mount Vernon, NY 10551 US (Primary)
Stratford, CT 06615 US
    
    
Category    
Outside Sales    
    
Education    
Associate Degree    
    
Job......
                            ",Sales,"[2, 15, 14, 3]"
http://jobview.monster.com/UPS-Inside-Sales-Representative-Based-in-Greenville-SC-Job-JERSEY-CITY-NJ-US-165915897.aspx?mescoid=4100683001001&jobPosition=19,New York,"[2, 0, 1, 3]","[11, 2, 14, 16]","

UPS Inside Sales Representative Based in Greenville,SC

","
UPS
 ","[7, 2, 1, 4]",http://jobview.monster.com/UPS-Inside-Sales-Representative-Based-in-Greenville-SC-Job-JERSEY-CITY-NJ-US-165915897.aspx,"


JERSEY CITY
        ,NJ


 ","[8, 3, 6, 5]","[8, 2, 3, 1]","
                                Looking for a great career opportunity? Do you currently live, or are you willing to relocate yourself to Greenville, SC area? Then UPS is the place for you.   

The Non-National Inside Sales Representative (ISR) is an entry-level sales job that can......
                            ",Sales,"[2, 10, 1, 17]"
